Index,Text,Sentiment
148045,디자인은 평범합니다.,0
148047,235호를 시켰는데 신발이 살짝 크네요~ ,-1
148047,한사이즈 다운해서 주문하길 추천합니다.,-1
148048,색은 화면에서 보던것과 같습니다,1
148048,가볍고 ,1
148048,고급스러워 보이네요,1
148048,다만 밑창이 미끄럽네요,-1
148049,한치수작은걸로주문했더니  맨발로 딱맞네요,-1
148049,가격대비 맘에들어 아주좋아요,1
148050,사이즈는 맞는데,1
148050,자꾸 벗겨져요 키높이라 바닥이 높아서 그런거 같기도 한데 ,-1
148050, 잠깐 외출할때나 신어야겠네요,-1
148055,가죽이라고 하는데,0
148055, 냄새가 좀나요,-1
148055,디자인은 편하고 이뻐요,1
148055,키높이도 되고,1
148056,발바닥도 아프고 ,-1
148056,큰지 걸을때 신발이 벗겨지는데 ,-1
148057,한 치수 작게 샀는데 잘 맞아요,-1
148057,지금은 딱 맞는데 신다 보면 좀 늘어날 것 같아요.,-1
148057,디자인이 티비에서 봤던 것 보다 더 고급져 보여요! ,1
148057,냄새가 좀 심하게 나긴 하지만!! ,-1
148057,그레이랑 화이트 두개나 샀는데 블랙도 사고 싶네요 ㅎㅎ,1
148058,뒷꿈치가 헐떡헐떡  벗겨지네요.,-1
148058,양말을 안싯는 저로선  불편하네요.,-1
148058,한치수적게  주문하면 안벗겨질지 의문이네요.,-1
148058,제품은 소가죽제품이었네요.,1
148060,가볍고,1
148060,변하고,1
148060,발에무리가전혀없어요,1
148060,이신발신고여행도다니고좋았어요.,1
148064,이뻐요,1
148064,오래신고 돌아다닐 신발은 아니예요 발아파요,-1
148064,먼신발이 이리미끄러운지 넘어질뻔했어요 품질이 어른들신기엔 아닌것같아요 ,-1
148064,235 주문해서 신었어요 240주문했으면 발은안아프겠지만 신발은 벗겨졌을꺼예요,-1
148064,품질이 딱  그가격입니다 ,-1
148064,굽은 높아요,0
148065,너무 편하고 ,1
148065,예쁘다 하시네요,1
148066,적립금 사용해 저렴하게 구입했어요,1
148066,가격대비 깔끔하고 단정해 보입니다,1
148066,키높이도 맘에들고요,1
148067,쿠션감도 좋고 발이너무 편하네요,1
148067,볼이 좁아보이고 예쁩니다,1
148068,가격도 착하고,1
148068,퀄리티도 착해요!,1
148068,절대 2만원대로 안보이는 퀄리티! ,1
148068,디자인상 뒤꿈치쪽에 가죽라인이 끊겨있어서 아쉽네요~,-1
148069,발이 너무 아파요ㅠㅠ ,-1
148069,피로감이 엄청 나네요.,-1
148069,며칠 적응해보고 안되면 안신을거 같아요ㅠ,-1
148069,230으로 시켰어요. 평소 225-230 신구요. 약간 헐거워서,-1
148071,"가격대비 대 만족한 상품입니다,",1
148071,너무 가볍고,1
148071,저당한 굽높이와 ,1
148071,저렴한 가격 대 만족입니다 ,1
148073,군더더기 없이 디자인도 깔큼해서 잘 신고다닙니다.,1
148073,키도 커보이고~,1
148075,정사이즈임,1
148075,발도 작아보이고,1
148075,가볍고 ,1
148075, 편하긴한데. ,1
148075,바닥이 미끄러워요.,-1
148078,방송에서 본 것과 디자인 똑같은 느낌이네요~,0
148078,베이지가 너무 이쁘다면 블랙도 추가 주문해달라네요ㅎ,1
148079,편하고,1
148079, 디자인도 맘에들고,1
148081,발을 넣을때 불편하지않고 ,1
148081, 볼이 넓어서 좋네요,1
148081,소가죽이 부드럽고 냄새가안나서 좋아요,1
148083,정싸이즈로 시키닌깐 잘 맞았어요,1
148083,살짝 헐거운 느낌은 있지만 맨발이라 그런것 같구요,0
148083,걸었을때 편안합니다,1
148083,디자인도 가격도 너무 좋습니다.,1
148083,가격도 너무 좋습니다.,1
148085,신발깔끔하게잘나왔어요,1
148085,신었을때 편하고,1
148085,굽이있엉,1
148085,훨씬커보여요,1
148085,발볼이 넓고 통통한 편인데 아픈부분없이 편하게 잘 맞아요,1
148088,가볍고,1
148088,편합니다 착용감이좋아요,1
148088,굽높이가있어 비오는날도 젖지않겠어요  ~~~굿~~~,1
148090,생각보다  가볍고 ,1
148090,편한것 같아요.,1
148090,앞라인이 좀 더 둥글었으면 좋겠어요.,-1
148092,편해요,1
148092,발이작아보여서 더 좋아요,1
148092,한사이즈작게 240주문했는데 살짝 커요...뒤쿰치헐겁...,-1
148093,바닥이조금 미끄럽고 ,-1
148093, 생각보다  굽이 높네요,-1
148093,싸게샀으니 그냥 신이요,1
148096,가성비 좋아요,1
148096,"디자인, 편안함 다 만족스러워요. ",1
148096,편안함 다 만족스러워요.,1
148096,강아지 산책으로 매일 신어왔는데,1
148097,이가격에 이런 좋은 제품을 구매해서 만족해요.,1
148097,국산제작이라 컬리티도 좋아요.,1
148098,신고벗기가편해좋은데 ,1
148098,재질은부드럽고,1
148106,편할것같아요~~,1
148106, 착한가격 ,1
148106, 신어보니 딱 맞네요^^,1
148107,딱 3만원 퀄리티인것 같아요,-1
148107,한 쪽 발이 새끼발가락이 낑기듯 아프네요. 정사이즈 주문에 발볼 넓지 않은데ㅠㅠ ,-1
148107,편하긴 한데,1
148107,엄청 미끄러워요,-1
148107,동네 다닐 때 막 신기 좋아서 반품은 안하지만,0
148108,발도 작아 보이면서,1
148108,편하고 좋습니다.,1
148109,정사이즈로 시키심 될듯요...,1
148109,굽높이도 적당하고,1
148109, 발도 편하네요,1
148109,바닥이 미끄럼방지는 안될듯....약간 미끄러운듯해요... ,-1
148109,이 가격에 발 편안하니 맘에 듭니다,1
148109,색상도 이뻐요~^^,1
148111,신기에 편하고 착용감 좋코 무엇보다도 신고 다녀도 발이 편해서 좋아요,1
148111,색감도 맘에 들어서  다른색도 주문할까 고민중입니다.^^,1
148112,신발 굽높이가   적당하고 ,1
148112,편해서 ,1
148115,색상도 예쁘고,1
148115,가볍고 아주 좋아요,1
148115,가격도 너무 착하구 잘신을듯 합니다,1
148116, 정사이즈 잘맞고,1
148116,편안하네요,1
148116,가죽인데 이가격이 라니,1
148116,싸서 좋네요,1
148117,감쪽같이  키가  커보이는것이 좋아요.,1
148117,가벼워서 너무너무 좋더라구요,1
148117,한층 편안하게 신을수 있을것같아요.,1
148120,완죤 편해요...,1
148120,발도 편하고 쿠션도 좋고,1
148120, 가격도 굿,1
148121,화면만큼 가죽이 부드럽지 않음,-1
148121,바닥이 단단하며,-1
148121, 정사이즈인데 헐떡거림~,-1
148122,발바닥도 무지 딱딱하구,-1
148122,맨발로 신으면 발등 쓸려여~~,-1
148123, 240~245 신는데 240 구매했고 딱맞아요.,1
148123,여름에 정말 잘신고 다녔습니다,1
148123,너무 편하고,1
148123,가볍고 ,1
148123,가격도 저렴해서 좋아요~^^,1
148125,하얀색이라 더 맘에들고 ,1
148125,예쁘네요,1
148125,적당한 굽높이도 좋아요,1
148126, 한칫수 작은거로 주문했는데 조금 끼는듯 한데 신을만 하네요,1
148126,발도 작아보이고 괜찮네요,1
148127,와인색이 고급져보이네요.,1
148127,숙성된와인색~정말 예뻐요,1
148127,가죽이 그리 부드럽진 않아요,-1
148128,천연소가죽이라 해서 기대했는데 고급진 맛은 없지만,0
148128,가격이 싼만큼 ,1
148128,부담없이 편한게 신을거 같아요.,1
148134,깨끗하고,1
148134,아주 편해요,1
148134,사이즈 커서 ,-1
148134,넘싸게 잘샀네요,1
148135,발도편하고,1
148135,잘맞네요! ,1
148137,예뻐서 ,1
148137,더 예쁘네요.,1
148137,정말 딱 정사이즈입니다.,1
148137,굽도 적당히 있어서 ,1
148137,스티치처리가 고급집니다. ,1
148137, 예쁘고 ,1
148137, 편하네요. ,1
148137,키도커보이보,1
148140,베이지색이 노란빛이 아닌 인디핑크 계열이라 너무 맘에 들었고,1
148140,착화감도 나쁘지 않네요,1
148140,소가죽이라 했는데  ,0
148140,바닥이 미끄러워서 좀 아쉽네요,-1
148140,당연히  저렴하니까,1
148140,고급 소가죽은 아닌것 같아요,0
148142,전혀 편하지가 않았어요.,-1
148142, 한달 가까이 신어 봤지만 갈수록 피로감이 누적되어 ,-1
148142, 신발 버렸어요.천원에 샀어도 아까운 품질..ㅠㅠㅠ,-1
148143,디자인이 좋고,1
148143, 아주 가벼워서 ,1
148143,신기가 편하다고 합니다,1
148143,천연 소가죽이라 부드럽고,1
148143,가격도 착해 ,1
148144,편하게 잘 신고 있습니다,1
148144,맨발에도 신어 봤는데 뒤꿈치도 안까지고 좋네요,1
148150,신어보니 가볍고,1
148150, 쿠션있어 발이편해보여 그냥신어보렵니다,1
148152,디자인 색상 맘에 들고,1
148152, 색상 맘에 들고,1
148152,착화감 모두 좋네요,1
148152,230은 딱 맞고 235는 조금 큰듯한 사이즈인데 230이 딱 맞고 좋네요,1
148153,발이 큰편으로 250  주문했는데 발이 편하구  ,1
148153,발도 작아보여요.,1
148153,가죽이라서 볼이 넓은 사람에게도 좋아요.,1
148153,예쁘구 모든게 대만족!!^,1
148156, 245주문  볼이타이트하긴하나 신으면 늘어날것같아요,0
148156,발바닥 편하구요   푹신하니좋네요,1
148157,깔끔하고 좋아요,1
148157,발도 무지 편하고,1
148157,가죽이라 조금 신으니 늘어나네요,0
148157, 신다보면 많이 늘어날꺼 같아서 딱맞게 주문하세요~,0
148161,키높이 신발 첨이라서 좀 걱정했는데 ,0
148161,생각보다 편해서 놀랐어요,1
148161,바닥부분도 적당히 쿠션감이 있어서 좋구요,1
148161,온라인 구매 신발 중에 착화감이 젤 좋은것 같습니다,1
148161,소가죽 신발인데 ,0
148161,이정도 가격이라는것도 좋아요ㅎㅎ,1
148163,직접 받아보니 품질에 대해 괜한 걱정이었네요,1
148163,쿠션감도 좋고 ,1
148163,사이즈도 딱 맞네요~,1
148167,무지편안하다고잘산거같다고고마워하셨어요~~~^^,1
148167,평소에신은것보다는큰것으로사야맞는거같다고하시더라구요~~^^,-1
148169,발이편하ㄴ네요,1
148169,조금미끄라운거같애여,-1
148169,가성비갑이에여,1
148170,첨에는  뒷부분 높인 걸리는지  상처가 나서 고민이었는데,-1
148170,밴드 붙이고 좀 적응후 지금 편하고 ,1
148170,키높이까지 되서,1
148170,데일리가 되고 있네요,1
148171,발은 편하고 좋은데,1
148171,요즘엔 날이더워서그런지 발이좀 덥게 느껴지네요,-1
148172,일단 가벼워요~~,1
148172,240샀는데 살짝 큰감이 있네요 양말 신고 신으니괜찮아요^^,0
148179, 제가 신는 사이즈를 주문했는데  약간 큰듯해서 깔창을  깔고 신어야 겠어요.,-1
148179,색상은 TV로 봤을때랑 같고 이쁘네요. ,1
148179,맨발로  신으니 발이 더 편하고 좋네요. ,1
148180,발은 편한데,1
148180,밑창이 너무 쉽게 닳아요,-1
148181,착용감 편안해요,1
148181,편하고,1
148181,적립금써서 다른 곳에선 살수 없는 저렴한 가격으로 잘샀네요,1
148186,정말 너무 편하고 좋으네요,1
148186,키가 작아보인다는 단점을 커버해서 너무 잘 애용하고 있어요,1
148187,"디자인,색상 모두 좋은편",1
148187,색상 모두 좋은편,1
148187,사이즈  225구입했는데  오른쪽이 커서  바닥에 깔창을 한개  넣어야겠어요.,-1
148187,볼도 넉넉하고 다 ~좋은데,1
148188,가볍고,1
148188,편안해서 무난하게 신을 수 있어요,1
148188,정 싸이즈로 주문하면 잘 맞을거같네요,1
148189,발볼이 좁아 저는 크지만,-1
148189,쿠션감도있고 만족합니다,1
148189,정사이즈보다는 조금 큰듯합니다,-1
148189,발볼이넓은분은 편하실듯합니다,1
148194,생각보다 소재가 부드럽지않아서,-1
148194,발등이 까질꺼같은 느낌...,-1
148194,발아플까봐 아직도 신어보지못했어요,-1
148195,가성비 이렇게 좋을 수 있을까요?,1
148195,디자인도 이쁘지만,1
148195,엄청 편해요.,1
148195,바느질도 꼼꼼하고 라인도 깔끔해요. ,1
148195,"방송 보고 이뻐서 분홍색 샀는데, 만족해서 베이지랑 회색 더 샀어요!  ^^",1
148195,주변에서도 이쁘다고,1
148198,신발은 편한데,1
148198,정사이즈 주문 했음에도  뒤에는 헐떡 이네요~ㅠ,-1
148199,디자인 깔끔하고,1
148199,색깔도 무난하고,0
148199,적당한 키높이와,1
148199,신기도 편안합니다.,1
148199,사이즈는 정사이즈구요.,1
148199,바닥이 미끄러운이 느껴집니다.,-1
148200,너무편하고 ,1
148200,정말 소가죽이라 그런지,1
148200, 아픈데가 아무데도 없네요^^,1
148201,굽이 있어도 편해요,1
148201, 만보넘게 걸었는데도 끄떡없네요.,1
148205,착화감이 너무 편하고 ,1
148205,디자인도 이뻐요,1
148205,원피스에도 잘 어울려요,1
148211,정사이즈 240 신는데 240이 헐떡여서,-1
148211,그냥 사이즈변경을 했는데 좀 작아서 ,-1
148211, 맨발에 신었더니 새끼발가락이 까졌어요,-1
148211,신발은 가볍웠어요,1
148212,너무 너무 편해요.,1
148212,딸램도 디자인 괜찮다고하네요. ,1
148212,키높이가 있어 더욱 좋습니다,1
148213,키높이도 적당하고  ,1
148213,소가죽인데 ,1
148213,저렴하게 잘 산것 같아요.,1
148213,색상도 연핑크라 예쁘네요,1
148213,싸이즈가 약간 작은 것 같은데,-1
148213,가죽이니깐 늘어난다 보고 이뿌게 신을께요^^,1
148214,가볍고  ,1
148214,넘 편해서  잘신고  다니는데,1
148214,사이즈가  좀크게  나온듯해요. 뒷꿈치  자꾸  벗겨지네요,-1
148216,첨 신을땐 큰거 같더니  ,-1
148216,지금은  편하게 잘  신고 다녀요,1
148216,오래 신어도 아프지 않아,1
148217,조금커서 헐떡거려요 ,-1
148217,색상 디자인은 이뻐요,1
148217,디자인은 이뻐요,1
148220,사이즈가 약간 정말 아주 약간 큰듯한것같긴한데 벗겨지거나 하진않아요,0
148220, 이쁘고 ,1
148220,편해요 ,1
148221,신발밑창이 부드럽지가 않아서 좀불편하네요,-1
148221,사이즈는 좀 큰편인것 같아요,-1
148222,편안해요.,1
148222,발볼 넓고 발등 높아서 늘 한치수 위로 신어야했는데 이건  딱 좋았어요,1
148222,가볍고.  ,1
148222,편합니다.,1
148225,사이즈 잘 맞고,1
148225,가죽이 약간 뻣뻣한 거 같지만,-1
148225,신으면 부드러워질거 같아요~^^,1
148227,가격도 너무 좋고 ,1
148227,모양도 세련되어서 너무 맘에 드네요 ,1
148227,편한것도 괜찮은편이에요,1
148229,발도 편하다고 하시고 ,1
148229,핑크빛 약간 도는 베이지인데 컬러도 마음에 드신대요.,1
148229,여름엔 조금 더울수도..,-1
148230,베이지가 살짝 핑크톤인 것 같아 교환할까하다 그냥 신었네요.,-1
148230,발 편하고 정말 맘에 들어요~,1
148232,정싸이즈주문했는데~넉넉하네요,0
148232,가볍고~,1
148232,편해서 자주신고다닐거같습니다,1
148232,생각보다~편하고 ,1
148232,가벼위요^^,1
148233,가볍고 ,1
148233,편안해서 받은 이후로 편안하게 잘 신고있어요,1
148233,비오는날은 미끄럼이 느껴져서 조심해야해요,-1
148235,신발이 좀 크네요  겨울에 양말  뚜겁게  싣고 싣으면  됀찮을것  같아,-1
148235,가격대비 좋은데,1
148235,신발아 다른  슬림온에비해  큰것 같아요,-1
148236,발도 편하고 ,1
148236,가볍고 ,1
148236,세련미도 있고 스포티~ 해요,1
148236,가격도 굿이구요~^^,1
148237,가볍고 ,1
148237,바닥이 푹신해서 편안합니다,1
148237,저렴한 가격에,1
148237,예뻐요,1
148240,가볍고 좋습니다,1
148240,발볼도 넓고요 정사이즈사세요,1
148240,발볼때문에 한치수 크게 샀더니 뒤가 헐렁거려묘 ㅋㅋㅋㅋ,1
148243,tv로 볼때보다 더 예쁘고,1
148243,발이 편해요^^,1
148245,우선 가볍고 ,1
148245,진짜 편해요,1
148245,사이즈 정사이즈 주문바래요 전 230 인데 딱 맞고 ,1
148245,편하네요,1
148245,뒷굽치도 전혀 아프지 않고,1
148245,요아이는 아픈거 전혀 없네요 ,1
148245,전 블랙인데 무조건 있어야 하는 색이죠,1
148247,신발 디자인이 깔끔하고,1
148247,소재도 고급스러운 느낌이 물씬 느껴지는 것 같아요.,1
148247,가볍고,1
148247,편안해서 좋았어요.,1
148248,가성비 최고에요. ,1
148248,저렴하게  ,1
148248,품질 좋은상품마련했네요~,1
148248,발도 편하고 좋습니다!,1
135829,편하고 ,1
135829,새련되어 엄마도 친구도함깨주문햇습니다,1
135838,너무나 이쁘고,1
135838, 편하게 잘신고있어요,1
135838,다이얼있어 신고벗기도 편하네요,1
135838,가성비 굿으로 쳐근 산 물건중 만족도 높습니다,1
135840,품질도 좋고 ,1
135840,가죽도  좋아요,1
135840,촘무거운 감이 있긴 하지만,-1
135840,디차인도 색상도 예쁘요 ,1
135840,색상도 예쁘요 ,1
135840,다이얼이라 좋네요,1
135842,뒷꿈치쪽이 확실히 부드러워요 ,1
135842,발편하구 ,1
135842,끈이아니라 젤좋은것 같아요,1
135845,신어보니 끈매는것보다 훨씬 편합니다.,1
135845,신도가볍고 ,1
135845,편합니다.,1
135848,신발이 좀  무겁네요,-1
135848,좀도 경량이길 바랬는데 좀아쉽네요,-1
135849,편안 합니다. ,1
135849,가격도 착하고 좋아요,1
135849,밑창이 조금 얇다는 느낌도 살짝 있어요. ,0
135849,하지만 가격 대비 좋아요,1
135850,발도 편하고 ,1
135850,디자인 심플해서 좋고,1
135850,가격도 짱 ,1
135851,너무편하고 ,1
135851,발볼도 작아보인다구 좋아하시네요,1
135853,조금 무거운 감은 있으나,-1
135853,신고 벗기가 너무 편하고,1
135853,디자인도 괜찮아요.,1
135861,다이얼식으로 신발 끈이아니라서 넘편하고요 ,1
135861,외출할때 요신발만 신었네요 여름전까지는요,1
135868,너무 이쁘고 좋아요,1
135868,사이즈가 조금 작은듯요,-1
135876,예뻐요 ,1
135876,꼼꼼하게 잘 만들었어요,1
135876,근데 좀 더 가벼웠으면 좋겠어요,-1
135878,한 사이즈 큰 걸 사라는 평이 있어  샀는데 발이 약간  노는 느낌이 드네요.,-1
135878,신발은  편해요,1
135879,볼이 좁고,-1
135879,신발이 무겁고,-1
135879,키높이 깔창이 불편합니다.,-1
135885,봄부터 늦봄까지 편하게 잘 신고 다닙니다,1
135885,고급져보입니다. ,1
135885,가죽이라 더 좋아요.,1
135888,이 운동화 가격대비 품질이 너무 좋아요,1
135888,너무 편하게 잘 신고있어요,1
135903,사이즈가 작아서 한사이즈 업해서 다시 받았어요 ,-1
135903, 교환 받아 신어보니 발이 편해서 좋아요.^^,1
135904,골프연습화 대용으로 실내연습장서 신고있습니다.,1
135904,다이얼식이라 신고 벗기편해요.,1
135913,새끼 발가락이 아프고 ,-1
135913,오래걷기에 불편해서 잠깐 신을때만 신고있네요,-1
135918,높은굽인데 편하고 ,1
135918,"바지,스커트 등등 다 잘어울리고",1
135918,신고벗기 편리하고,1
135918, 예쁘기까지~~,1
135918,가격대비 만족스러운 부분이 정말 많아요.,1
135930,키높이라고했는데  잘모르정도이고,-1
135930,디자인은 깔끔하네요,1
135933,쿠션별로 ,-1
135933,복숭아뼈살짝건드니까별로,-1
135933,신발이딱딱해서불편,-1
135938,발도 편하고,1
135938,예쁘네요,1
135946,신발이 가볍고,1
135946,발볼이 작게 보이고,1
135946,발이 편안해서 좋은데,1
135946,빗길에 한번 쭈욱 미끄러져 비가올땐 조심 조심 한답니당,-1
135947,적당한 무게감이라 걷는데 불편하지는 않습니다.,1
135947,살짝 여유있는 치수지만 끈으로 조절하면 걸을때 뒷 벗겨짐은 덜 합니다.,0
135947,새끼 발가락부터  아파오고 발 무지 불편하게 아픕니다. ,-1
135947,양말은 꼭 신발보다 길게 신어야 합니다. 뒷꿈치 피납니다.,-1
135958,좋은 상품 저렴하게 잘 샀네요.,1
135958,신으시면서 편하다고 하시면서 좋아하시네요.,1
135988,가죽이 좀 뻣뻣한 감이 있긴하지만,-1
135988,제 발볼이 넓은편인데 방송을 본대로 편하게 신고 있읍니다.,1
135989,손어보니신발이편하네요~,1
135989,운동화보다편하고,1
135989,정사이즈신으면될것같아요.,1
135989,다이얼도편하구요~,1
135996,제 발볼이 거의 없는 편인데 신발이 작게 나왔나봐요.,-1
135996,한.치수 크게 주문하는게 좋을듯 합니다.,-1
135996,가성비 최고입니다.,1
135999,편하고 좋아요,1
135999,사이즈 조금 앞쪽이 작아서 한사이즈 업했습니다,-1
136000,색상도 착용감도 괜찮은데,1
136000,착용감도 괜찮은데,1
136000,가죽시 짤리 단면이 조금 매끄럽지 않은듯 보이는부분이 좀 있네요 ,-1
136007,디자인 맘에들고,1
136007,사이즈도 딱 맞네요,1
136007,저렴하고,1
136007,품질좋은 신발을 ,1
136007,편하게 신을수 있게 되서 행복 이네요,1
136007,신발 조이고 푸는 조절기가 완벽한  기술 입니다,1
136011,그레이가 핑크빛이 도는 그레이색  색감이 특이한데 호불호가 갈릴 듯,-1
136011,처라리 그냥 그레이 색으로 나왔음 더 좋았을텐데,-1
136028,신어보니 다이얼이라 편하긴한데,1
136028,조금 무게감이 있어요,-1
136028,가벼웠음 좀더 좋았을텐데요,-1
136041,신발이 너무 가볍고  ,1
136041,편안하네요,1
136047,가격 저렴하게  구입했구요,1
136047,발볼이 넓은 분은 한치수 큰 것으로 주문하는게 좋을 것 같아요,-1
136048,작은 구멍이 있네요^^ 마음에 들었다 대 실망입니다.,-1
136048,품질때문에 기분은 너무 찝찝하네요.ㅜㅜ,-1
136051,화이트슈즈를 찼던 차에 눈에 띄길래 주문했어요!,1
136051,보는대로 색상이 참 깨끗해서,1
136051,코디하기 좋겠어요~ ,1
136051,약간 굽이 있어서인지,-1
136051,살짝 무게감이 느껴지긴한데 ,-1
136051,디자인이 깔끔하니 세련되게 잘 신을게요.,1
136066,발볼도 작게 보이고,1
136066,신발이 넘 이뻐요,1
136066,편하고 ~  ,1
136074,발가락에  물집이생겨,-1
136074,한치수 크게 신어야 하나봐요,-1
136074,가죽이 부드럽지 않아서,-1
136076,가죽은 진짜 부드러워요 ㅎ,1
136076,압볼이 좁아지는 스타일이라 발이 피로를 느끼네요,-1
136091,평소사이즈235 보기엔 작아보였는데 딱 맞네요,1
136091,깔끔합니다,1
136091,신었을때 많이 무거울것같은데 전혀그러지않고,1
136091,착용감까지좋아요,1
136096,신발이무겁고,-1
136096,끈조절다이얼 버튼이잘안되서불량인가 싶기도하고 힘드네요~,-1
136096,디자인은깔끔하고예뻐요,1
136102,고급지진 않으나,-1
136102,가격대비 신을만하네여~,1
136102,좀 무거운감있네여,-1
136106,화이트 230 사이즈가 작게 나왔어요,-1
136106,225신는데 230샀어요 양말신으니~~~ 235 살껄 ㅉ.  ,-1
136106,사이즈가 너무 아쉬워요.,-1
136107,정사이즈가 편하게 잘 맞습니다,1
136107,신발도 너무 예뻐요,1
136114,발도 편하고 자주 신게 되네요! ,1
136114,화이트가 이뻐요! ,1
136115,박음질 조금 미흡하나,-1
136115,오늘 신어보니 편해요,1
136115,여름에 좀 더울거  같지만 ,-1
136115,발이 편하네요  ,1
136115,마감처리가 좀더 깔끔하면 좋을듯요 ,-1
136123,생각보다편해서자주신게돼네요!,1
136123,약간키높이도있어서맘에들어요^^,1
136127,편안하게 잘 신구 있어요.,1
136127,싼값에 남편과 커플 신을 샀네요.ㅎㅎ,1
136152,볼이큰편은인데 볼이 곽 끼네요.,-1
136152,싸이즈도약간 적어요. ,-1
136152,또 지금신기에는 너무 더워요...,-1
136153,정사이즈에,1
136153,색상도 이쁘다고 좋아하십니다,1
136153,가볍고,1
136159,색도이쁘고  ,1
136159,가볍고 ,1
136159,신어보니 발도 아프지 않아서  구매 잘햇다는 생각이 들더라구요.,1
136164, 생각보다 너무 얇아서 얼마나 신어질까 싶네요,-1
136164,앞코가 더 많이 나와서 발이 커보이긴 하네요,-1
136164,색상은 톤 다운된 와인이라 튀지않고 예뻐요,1
136164,신고 벗기 편해서 그냥 신으려구요!,1
136169,쿠션감은 높지않아요..,-1
136169,많이 걸을때는 발이 아파요..,-1
136180,색상은 완전 화이트같진않아요  라이트그레이같은 느낌이에요,0
136180,편하고 ,1
136180,예쁜데,1
136180,조이는 건 잘되는데 벗을 때 푸는 게 힘들어요 ,-1
136180,느슨한채로 신고 벗고 해야할것 같아요,-1
136186,색상 디자인 모두 맘에 들어하시네요,1
136186,디자인 모두 맘에 들어하시네요,1
136186,좋은 가격에 구매했어요,1
136188,정장에도 어울리고 캐쥬얼에도 편한 운동화를 찾고 있었는데여 정~~말 딱!!,1
136188,굽도 4.5cm라 키높이도 적당한데,1
136188,쿠션감도 굿!  ,1
136188,신발이 넘 예뻐서 ,1
136197,평소 240신는데  255로 주문했어요 근데  아주 편하게  잘신고  있어요,1
136197,다른신발에 비해 사이즈가  작게 나왔어요,-1
136197,볼이 좁아서 아마 발 볼이 넓으신분들 많이 불편하실거에요,-1
136197,저처럼 사이즈 크게 주문하셔서 신으시길 추천,-1
136198,신발 자체가 무지 아픈 신발입니다.,-1
136198,어느 하나 편한게 없고 아프기만 했는데,-1
136198,늘어는 나서 뒤는 아프지 않는데 여전히 발등은 아프고 ,-1
136198,벗을때 다이얼을 만지지 않아도 끈이 늘어나서 그냥 벗어집니다.,-1
136203,사이즈 딱 좋네요. ,1
136203,하루 종일 신어도 발이편해요,1
136206,디자인 품질은 괜찮은데,1
136206,품질은 괜찮은데,1
136206,사이즈가 작게 나왔어요.,-1
136206,평소 225인데 운동화라 230시켰어요.. 앞볼이 좁아요~,-1
136216,가격이 저렴하고 ,1
136216,디자인이 좋아샀는데 ,1
136216,걸을때마다 발이 아파요. ,-1
136216,"접히는부분이 뻑뻑해서인지,",-1
136221,가격대비 정말좋은제품입니다,1
136221,가죽이라견고하고,1
136221,다이얼이라 신고벗기좋고,1
136221,발에 착~붙네요,1
136224,가성비 갑... ,1
136224,편하고,1
136224,가벼워요.,1
136224,어느 옷에나 잘 어울리네요. ,1
136224,저렴하게 잘 산거 같아요,1
136225,색상도 이쁘고~,1
136225,가볍게 외출할때 신으려고 주무했는데 잘 산거같아요~,1
136225,볼 조절하니 넉넉하니 괜찮네요~,1
136225,앞부분 마무리가 잘안된게 조금 아쉽네요~,-1
136232,개인적으로 밑창이 탄탄해서 좋아요,1
136232,이제품은 피곤하지 않아요 ,1
136232,가벼운제품 원하신분은 좀 무거운 느낌일수 있어요,-1
136232,디자인도 운동화 느낌이 아니라서 좋아요,1
136256,조금 디자인이 투박하지만,-1
136256,품질 좋습니다.,1
136261,정사이즈 구입해도 될 것 같아요.,1
136261,착화감 : 처음 신었을 때는 괜찮은데,1
136261,한 3~40분정도 걷게 되니 엄지 발가락쪽 발바닥에 물집이 생겼어요. ,-1
136261,오래 걸을 때 신을 신발은 아닌 것 같아요.,-1
136261,"사이즈 :  240, 245를 신는데 삼품평 보고 250을 구입했는데 여유가 있지만 조여서 신을 수 있어 그냥 신어요.",1
136263,친구분이 예쁘다고 히시더니 사다 달라고 하셨대요.,1
136263,노인분들 신고 벗기 편하고,1
136263,착화감도 좋아요.,1
136264,가격도 좋고,1
136264,신발도 편합니다. ,1
136264,키높이가 있어 신으니 위로 쑥 올라가는 느낌. ,1
136264,신발끈을 묶을 필요없으니 편하네요.,1
136266,볼이 작게 나오고,-1
136266,사이즈도 애매하게 나와 ,-1
136266,발가락   끝이 닿아 한치수 크게 교환 받았어요 ,-1
136272,편하고 좋네요.,1
136272,가볍고,1
136272, 편해요,1
136282,정사이즈로,1
136282,적당한 쿠션감과 ,1
136282,"적당한 굽높이, ",1
136282,"뒷축의 부드러움, ",1
136282," 발등은 다이얼로 조정, 엄지척이네용~~",1
136297,흰색구매/방송상품그대로임.색상 맘에 듬,1
136297,사용용도:골프인도어장연습용,1
136297,구매색상:흰색 :전 개인적으로 대만족,1
136297,발볼이 그닥 커보이지 않음,1
136297,기본기능성신발인정!,1
136302,사이즈도 딱이고 ,1
136302,디자인 슬림하면서 ,1
136302,발이 편해서 넘 맘에 드네요,1
136308,생각보다 너무 편하고,1
136308,디자인도 심플하고 예뻐요,1
136308,편하고 ,1
136308,예뻐서,1
136308,출퇴근  할때  정장차림에도  어울리다는 점이에요,1
